Chosen_category,Complaint Description,Predicted category 1,Predicted category 2,Predicted category 3
Bad Patches,Road connecting from Austin town to Richmond road is full of potholes .,Bad Patches,Major repairs to municipal property,Person falling in Manhole
Providing removing replacing dustbins,Garbage dumped on road,Providing removing replacing dustbins,Collection point not attended properly,Garbage not lifted from house gully
Drainage chokes and blockages,Garbage dumped in one site and urinal passing on the site and roads,Drainage chokes and blockages,Removal of Debris,Garbage not lifted from co-authorised collection point
Providing removing replacing dustbins,Garbage dumped on road,Providing removing replacing dustbins,Collection point not attended properly,Garbage not lifted from house gully
Collection point not attended properly,Garbage dumped in front of Hindi Sabha,Collection point not attended properly,Garbage not lifted from co-authorised collection point,Providing removing replacing dustbins
Collection point not attended properly,Waste dumped in school entrance,Collection point not attended properly,Cleaning of water entrance,Person falling in Manhole
Bad Patches,This is to mention about the lack of roads/road full of potholes in the stretch from HAL signal to the BEML gate   approximately around 2 kms.  There is absolutely no road at all in that 2 km stretch and this is absolutely difficult for a two wheeler commuter to pass through if a big vehicle like a bus passes by as the road is half the size of a normal road and due to the dust arose by the passing of the bus.  Half of the road is covered with barricades  for no reason which makes it only one way for most part of it.   And once you reach the Jeevan Bhima Nagar road   after that there are so many piles of stones created due to the process of laying Road activity which had started three months back and left in between.Since there are no streetlights too in this 3/4th of a km passage it makes it extremely difficult for one to spot the road which doesnt have a stone/hole in it.  To make it worse the BMTC buses coming from the opposite side [BEML bus stop] come in the wrong way[due to the non-existence of a road] resulting in chaos.,Bad Patches,Minor repairs to municipal property,Sweeping of road
Collection point not attended properly,Garbage dump next to maternity hospital & illegale parking too,Collection point not attended properly,Silt to be lifted on road,Garbage not lifted from co-authorised collection point
Bad Patches,This is to bring to your notice that from Gottigere busstop to NICE Road junction there are nearly more than 80-100 potholes which are not fixed since 4-5 months. BWSSB dug up the road and never asphalted it  leaving the road in such a bad shape that vehicles literally crawl everyday. The potholes are so dangerous that every day at least 10 bikers and 5 autos fall  which is too vulnerable for accidents.  Adding to it  the road from Lal Bahdur shastri nagar has opened which causes more traffic jam near the nice road junction  and no traffic police will come and clear the mess. Request concerned officials immediately asphalt the road properly  just fixing potholes will not serve the cause.,Bad Patches,Major repairs to municipal property,Minor repairs to municipal property
Unauthorised Food Selling   Preparation,Bangalore is most congested city in India. We have very less fly over compared to other cities in INDIA. .................................. ...........................................................................................................   .......... ........ ................................................................................... ...............FYI  Chennai is also known as â€œThe city of flyoversâ€. It has maximum number of flyovers in India.\n...........................................................................................................    ...........................................................................................................   \nBangalore is City of Traffic Jams and Chaos  and Chennai is known as â€œCity of flyoversâ€,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Unauthorised Food Selling   Preparation,Biggest Q: Since he come to power  Did our Karnataka govt CM  construct any flyover since 2013 in Bangalore.     Bangalore needs at least 10 flyovers and 100 Bridges or subways ASAP,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Bad Patches,Entire East Bangalore is very bad with all front of Infrastructure  Road Management  Traffic Management   Lake Management  Water Supply  Police stations  Pot Holes  \n-  ....................................... ..............................................................................  ...................................... NEWS WEB LINKS :-  ...............................................................................................  .........\n http://www.bangaloremirror.com/bangalore/others/Chaos-reigns-in-East-bengaluru/articleshow/51884500.cms\n........................... ..................................................................... ..........................................................................   ............. ...........................................................................................   ....................................................\nEntire East Bangalore is very bad in all Infrastructures  Road Traffic Lake Water Potholes Footpath etc.....................,Bad Patches,Minor repairs to municipal property,Person falling in Manhole
Bad Patches,From JP Nagar signal  through Brand Factory  and upto IIM Bangalore  the road condition is very poor. Several potholes on the road in this stretch. In the opposite side as well  from Honeywell  all along the Bilekahalli bus stop stretch  till Bilekahalli signal the road is in a crumbling state with mostly loose stones.,Bad Patches,Person falling in Manhole,Municipal Land - Road   Footpath   Strom Water Drain
Bad Patches,At the left turn from service on Sarjapur Road(along St. Johns Hospital) onto 100 ft road  there is a very huge pothole making traffic very slow and is very dangerous for two wheelers coming onto merging traffic.,Bad Patches,Person falling in Manhole,Municipal Land - Road   Footpath   Strom Water Drain
Municipal Land - Road   Footpath   Strom Water Drain,This is condition of footpath in the heart of basaveshwarnagar circle from several months. This ward 105 havent done anything yet even after calling so many times to the office not a reply or repair. We are the commercial shop owners on this road. We see many young and old people falling apart on this dangerous footbath. Some department has to take action immediately or bangalore gonna be soon faithless city!,Municipal Land - Road   Footpath   Strom Water Drain,Drainage chokes and blockages,"Unauthorised stalls on roads, footpath or SWD drain"
Bad Patches,I live in 85/1 Manujunath reddy layout Munekolala and the roads here are in very bad shape including the SGR dental college road. The streets which leads to our apartments are also in very bad shape  in Rainy days we have to face lots of difficulties to reach our apartments by walk and two-wheeler.  I dont think the situation can get any more worse as it is already in worst condition. Please do the needful as soon as possible. As an interim measure leveling the road and a layering of Graval - Jalli will help.,Bad Patches,Municipal Land - Road   Footpath   Strom Water Drain,Major repairs to municipal property
Bad Patches,Hi \n   The Bellandur Doddakanneli road is currently is a very bad state with many huge craters and potholes which are death traps for common people who commute by 2- wheeler. It is increasingly becoming a health hazard for many who commute via this route daily. Please get some attention to this road and fill up the potholes or repair the entire stretch.,Bad Patches,Person falling in Manhole,Municipal Land - Road   Footpath   Strom Water Drain
Municipal Land - Road   Footpath   Strom Water Drain,Hi nthe road between Panathur- Varthur is so bad.Especially near the bellandur railway underbridge  it is very narrow.KIndly widem it as soon as possible.,Municipal Land - Road   Footpath   Strom Water Drain,Bad Patches,"Unauthorised stalls on roads, footpath or SWD drain"
Bad Patches,This road connecting garudachar palya and graphite India behind brigade metropolis is full of potholes and only mud road available now.This is never repaired and its very hard to commute in this road especially during rainy season.Please lay a road here .,Bad Patches,Person falling in Manhole,Major repairs to municipal property
Bad Patches,The road under the flyover which connects mahadevpura bus-stop and the Whitefield road is full of potholes and very narrow space to pass .Even though there is huge space which is full of dirt and parking. This can easily cleared and make a road after widening which helps in reducing the traffic jams,Bad Patches,Municipal Land - Road   Footpath   Strom Water Drain,Person falling in Manhole
Garbage not lifted from house gully,We need relief of garbage thrown in opposite land.pls take action same given to HSR layout,Garbage not lifted from house gully,Garbage not lifted from co-authorised collection point,Garbage lorry not reported for service
Unauthorised Food Selling   Preparation,Since last one month Signal durations are changed in silkboard during the evening peak hours (after 4.30). Due to which vehicles are piled up from HSR junction itself(Towards silkboard from ITPL). Day by day the traffic jam is increasing in the junction.\n\nIt takes ~20mins to cross the junction from HSR signal.\n\nRequest to kindly look in to this & do the needfull.\n\nThanks in advance \n\nSuhas,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Unauthorised Food Selling   Preparation,I have been attacked by stray dogs at night in my neighborhood (areas include MM Layout  Indain Oil petrol pump in Kavalbyrasandra  Kavalbyrasandra bus stand). I have also seen bile riders falling off their bikes because of these stray dogs attacking them. I request the BBMP officials to take care of this issue at the earliest. Please Provide any details of the concerned authorities so that I can talk to them.,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Garbage not lifted from co-authorised collection point,Public Road is being used to collect garbage and making public suffer.\nLadies  Children\'s  working women  senior citizens cannot walk on the road.,Garbage not lifted from co-authorised collection point,Garbage not lifted from house gully,Sweeping of road
Unauthorised Food Selling   Preparation,As the traffic builds up in Horamavu railway crossing  commuters take alternate route that is through the layout( Brindawan Layout).Now this layout does not have speed breakers. commuters  speed away in this busy road with out caring around as every one is in hurry at peek hours ( especially morning)  As all the cross road are connecting the mani road. there are instances where kids run in to main road while playing and get hit by the vehicles.2)pedestrians ( elder citizens) find difficult to walk. etc. There is a school that is coming up in the same layout and is going to be crowded in near future.\nRequesting the concerned authorities to look in to this matter and build at least minimal amount of speed breakers so that accidents can be avoided.,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Bad Patches,Manly two wheelers facing major problem while crossing the Kadugodi fly over . request you to fix the problem urgently .,Bad Patches,Major repairs to municipal property,Bad patches potholes on roads
Unauthorised construction development,There\'s a public borewell pipe outside our home  which is dummy from last 3 years. So we askedour area corporate office to remove th borewell pipe  as it had many holes around the pipe  from which the rats comes and goes into the car and cuts the wires.. So had asked to remove the borewell pipe  but they dint close the borewell pipe. Becom ppl have disconnected the connection  bbmp ppl have removed the outer covering panel  without levelling the ground.. So i request you to please close the borewell pipe  level the surrounding surface as it leads to dumping wastes  rats cuting the wires of the car and creating a problem. Do it as soon as possible,Unauthorised construction development,Drainage chokes and blockages,Repairs to pipe sewers main sewers
Bad Patches,The Water Drainages on the sides of the road have gone missing  of late  in many roads. Eg. Kanakapura Road from Jaraganahalli Circle to Yelachenahalli. When it rains  there is no drain path to water. The water just flows on the road. Add to this the water coming down from the Metro on top via the pillars is also left to the road. BMRCL should make pits in the median  available & direct water there. This will also add to water harvesting. As BBMP insists on RWH at all homes  it should take up the issue with BMRCL.\n\nURGENT ISSUE,Bad Patches,Municipal Land - Road   Footpath   Strom Water Drain,Person falling in Manhole
Minor repairs to municipal property,The buses that I usually travel in do not come to the stop on time on most days. Request BMTC to ensure that the buses arrive at regular intervals.,Minor repairs to municipal property,Drainage chokes and blockages,Person falling in Manhole
Unauthorised Food Selling   Preparation,"There are a handful of stray dogs in my area that are terrorizing young ones and senior citizens. The problem has grown to such an extent that our children refuse to go outdoors on their own. We made a few calls (BBMP helpline  animal rescue units etc.) and realised this:\n1) BBMP is unable to solve this problem.\n2) Even if they attempt to  they can only sterilize the dogs and release them back in the same area. I am not sure if that will solve the problem we face.\n3) The animal welfare NGOs can only \""rescue\"" the dogs if they are injured. They do not \""rescue\"" citizens if they are troubled by the stray dogs\n4) This one takes the cake. If you injure the dogs while defending your family  an FIR will be lodged against you. But there is no authority that will lodge an FIR against the dogs for terrorizing the citizens.",Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Garbage not lifted from house gully,Garbage collection has not been happening regularly at my area for many days. I request BBMP to look into this matter.,Garbage not lifted from house gully,Garbage not lifted from co-authorised collection point,Collection point not attended properly
Minor repairs to municipal property,Buses do not arrive or leave on time in my area  causing inconvenience to all the commuters. I would like BMTC to ensure that this does not happen.,Minor repairs to municipal property,Drainage chokes and blockages,Person falling in Manhole
Unauthorised Food Selling   Preparation,There are too many stray dogs in our locality.  Please help in putting a check on them and also help in sterilize them,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Unauthorised Food Selling   Preparation,There are lot of dogs in Varthur patel layout 10th cross. This is getting dangerous to school going kids and chasing them often. Any urgent attention to clear these stray dogs and move them from this area will help. No point in just controlling their generations  they have to be moved out of the area.,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Minor repairs to municipal property,Before it becomes too late  I would like BBMP to sterilize the stray dogs in my area.,Minor repairs to municipal property,Drainage chokes and blockages,Person falling in Manhole
Garbage not lifted from co-authorised collection point,This garbage gets plied up and due to rains the stench is getting bad to worse and almost covering up the entire road,Garbage not lifted from co-authorised collection point,Garbage not lifted from house gully,Garbage lorry not reported for service
Minor repairs to municipal property,Connecting roads in Mallathahalli  Which leads to main road is completley damaged and becomes nightmare to travel when it rains  Could the concerned officials attend this problem at the earliest?,Minor repairs to municipal property,Major repairs to municipal property,Bad Patches
Bad Patches,The main road of RTO in Ullalu Upanagar is completely damaged and its been like this for a long time now. I request the concerned officer to address the issue at the earliest.,Bad Patches,Municipal Land - Road   Footpath   Strom Water Drain,Person falling in Manhole
Unauthorised Food Selling   Preparation,Night offter 10pm nobady wak in our arya all bo bo sound,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Bad Patches,My residence in GM NEST APARTMENTS Is adjacent to Bright School ASWATH NAGAR THANISANDRA MAIN ROAD. The road has many beautiful potholes which are being defaced by bits of tar and stones. Please send someone to break these pieces so that the road can be converted into a water canal and swimming pool in rainy season.,Bad Patches,Leaks in water lines,Person falling in Manhole
Garbage not lifted from house gully,Garbage thrown on the Road just behind market yard,Garbage not lifted from house gully,Garbage not lifted from co-authorised collection point,Collection point not attended properly
Bad Patches,So many potholes at Johnson market road because of road cutting and maintenance.,Bad Patches,Minor repairs to municipal property,Major repairs to municipal property
Unauthorised Food Selling   Preparation,Too many stray dogs in location  always trying to chase two wheelers and toddlers cant play outside due to fear,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Unauthorised Food Selling   Preparation,Sir \nThere are more than 14 dogs near my house. Even last year I have written in ICMyC and action was taken. But they caught 2 out of 13 dogs and let off 1 because I have given only Rs. 100 for their coffee cost. They demanded Rs. 500,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Hawkers,Everyday traffic is heavy at Maruti sevanagar bridge and the bridge is very small and its two way. most of the people are facing problem due to heavy traffic.,Hawkers,Minor repairs to municipal property,Person falling in Manhole
Cleaning of water entrance,Please tar the road  in the entrance of Tulasi Theatre Road.,Cleaning of water entrance,Bad Patches,Pre-monsoon works halted
Unauthorised Food Selling   Preparation,Hi  Its a request to help our society  I don\'t really know how you can help  however guided by a friend posting in hope to get some help from here\n\nWe are around 80 families living in this newly build apartment out of which 25 people are now affected by dengue...\n\nwe ourselves spraying every three days  however doesn\'t look enough  can you help ?\n\nRegards  Sailesh,Unauthorised Food Selling   Preparation,Trade without License,Municipal Land - Road   Footpath   Strom Water Drain
Drainage chokes and blockages,Sweepers who sweep this road refuse to clear up this part of the road for blocked drainage,Drainage chokes and blockages,Minor repairs to municipal property,Flooding during monsoon
Municipal Land - Road   Footpath   Strom Water Drain,There are about 30-40 Software companies in RMZ ecospace  Pritech and other tech parks in the area. People coming from the Silk board direction and going towards Marathalli side have to cross the road to catch a bus or to enter the tech park. Since this is Outer Ring road  there will be a lot of high speed traffic. Between 8-11 AM and 5-7 PM  lot of people cross the road. This leads to a lot of traffic jam and also poses a great risk to people crossing the road. The solution proposed is to construct a skywalk in the mentioned location.This will drastically reduce the risk to pedestrians\' lives and reduce traffic problem. Please co-ordinate with RMZ Ecospace and other tech parks at the mentioned location and construct a skywalk.,Municipal Land - Road   Footpath   Strom Water Drain,Minor repairs to municipal property,Bad Patches
Drainage chokes and blockages,Sanitary Water from Manhole are being let out on JC road and also on surrounding areas near Lalbagh and also near Lion Eye Hospital and on J.C.Road opp SBI. The smell is unbearable for all road users.,Drainage chokes and blockages,Flooding during monsoon,Overflowing drains or manholes
Rat nuisance,Dog catchers seriously have no humanity and definitely haven't been taught NOT TO THROW dogs into their vehicles. Dogs are handled like rag dolls. I have no idea how you will teach these people to handle creatures  neither do i know public's perspective of looking into this issue.   Can't we  just introduce a special vehicle for dog care where vets can thoroughly check the dogs and vaccinate them right there instead of roaming around the entire area and showing their lack of humanity towards these creatures??,Rat nuisance,Nuisance due to cockroaches,Unauthorised Food Selling   Preparation
Drainage chokes and blockages,Balaji Layout  Nagashetti Halli  kodige halli:   BBMP has not taken any initiative to maintain the sewage/ storm water drains from many years.   Plants and trees grown inside drains causing water blockage and leading to mosquitoâ€™s growth and dangerous health issues.    BBMP Higher authorities: please take this issue as a people priority concern and initiate the work.   This may save many people life and better health.,Drainage chokes and blockages,Overflowing drains or manholes,Odour  foul smell  from drains
Proper electric supply to municipal properties,Here in Doddathogur  Green House layout  Electronic city  Bangalore-100 have a big number of street dogs and have a very high risk of them attacking us and also in Night they bark so much that we don\'t get sleep at all. Please do help us from this. \n\nMain they will get together at night times and make our night horrible. Please help us from this street dogs. \n\nAlso  three are lots of monkeys which is much more dangerous and threat for kids playing around.\n\nwe have given the complaint on these issues several times to respective dept. and to our area corporator Chandrashekariah  however it is of no use. The corporator will bee seen only during election times as usual and with false promises.\n\nLooking forward for your help ASAP.\n\nRegards \nArea Members,Proper electric supply to municipal properties,Major repairs to municipal property,Minor repairs to municipal property
Unauthorised construction development,"Two Unauthorised sheds were constructed on 1st Sep 2014  at entrance to second (Left) street of Samrudhi Layout  obstructing traffic.   The construction-site for the sheds is located in another layout  not serviced by this second (Left) street  hence is unauthorized.    On 10 Sep 2014  two truck-loads of 20mm Chrushed Granite Jelly was  dumped opposite the unauthorised sheds  completely blocking entry and stopping movement of vehicles.     Water Tanker service could not enter the street to my residence today 11 Sep 2014. BBMP Garbage collection three-wheeler service also cannot come to my residence now  as entry is blocked.     Verbally requesting the Contractor of the site (located in a different layout) to move his ""sheds or material"" has not made any difference  after 36 Hrs.     URGENTLY open blocked street  so that essential service vehicles can enter the street.",Unauthorised construction development,Drainage chokes and blockages,Municipal Land - Road   Footpath   Strom Water Drain
Sweeping of road,This is regarding the garbage issue we have in Nagavarapalya road near near DRDO phase 2 gate in front of the market next to kendra vidhyala school.people are dumping garbages on the road and everyday commuter s are facing problem. There are chances for creating viral infection or Amy ssort of decease due to this. It would be helpful if they change the garbage collection place to a different area rather than keeping in a place where people roam regularly. BBMP should .maintain garbage collection box in such main areas.,Sweeping of road,Garbage not lifted from co-authorised collection point,Garbage not lifted from house gully
Municipal Land - Road   Footpath   Strom Water Drain,The night photo taken from inside the car is at 100 feet road  and CMH Road junction  in Indiranagar; on CMH Road  facing East  towards CMH hospital. The issue is that the count-down time display is not visible due to a solid tree-branch obstructing the driver\'s view. This non-visibility of signal count-down timer  causes un-necessary anxiety among already impatient Bangalore motorists.\n\n(Another photo is of the counter taken during day is also attached)\n\nThe responsible authorities are requested to address the issue of signal change count-down non-visibility  from CMH road  facing CMH hospital at this junction. My suggestion is that some **mechanical fixtures to used to re-locate the counter to a visible location  and the tree branch not be harmed**.\n\nHaving a signal count-down timer visible from CMH Road  facing CMH hospital  will serve the purpose it was meant to serve. \n\nIt is again requested that the tree not be harmed. Repeat: request tree not be harmed.\n\nThank you.,Municipal Land - Road   Footpath   Strom Water Drain,Bad Patches,Municipal Plot
Hawkers,BACKGROUND: \nSince the metro commissioned and Byappanahalli Metro station inaugurated  my family  I and others have the reason to cross Old Madras Road (OMR). While the metro station is very nice  and the metro convenient  crossing Old Madras Road  is not easy. This is especially hard for the elderly  those with children  and dangerous for all pedestrians. Many school children also take the metro  and cross old madras road. Apart from watching out to avoid on-road traffic while crossing  there is a bus stop where buses come towards pedestrians  parked vehicles coming in  or starting out (some coming to visit food vendors)  which make it a fairly harrowing experience for pedestrians to cross the road  especially during peak hours.\n\nIn addition  the driving is tense for motorists (on OMR  as well as the side road)  as there is vehicular traffic  as well as  pedestrians (who may cross anywhere on the road) at this junction. \n\nSome photographs of the junction are attached.\n\nDespite the Byappanahalli Metro Station and service  the last mile connectivity for pedestrians needs some more work.\n\nI had written to BMRCL and a couple of BBMP officials inquiring about plans for a skywalk  and got no response. On asking Byannapahalli Namma Metro Customer Care  I was informed they are not aware of any pedestrian sky-bridge across from this metro station for C V Raman Nagar.\n\nACTION NEEDED:\n It is requested that a pedestrian skywalk be built across Old Madras Road to access the Byappanahalli Metro station  bus-stops across the street. Apart from stairs  ramps are also requested to be incorporated into the pedestrian sky-bridge as it will make it easy for wheel-chair bound commuters  families with young children (pushing strollers)  or those passengers with light wheelable luggage). A drawing proposal is attached in this regard. (Pavement space right across from Byappanahalli Metro station is narrow. Therefore the pedestrian skywalk will need to be off-set a bit. Roof  and efficient lighting are assumed).\n\n(BTW  the Swami Vivekananda Pedestrian Skywalk is very convenient for normally abled pedestrians to cross Old Madras Road. An image example of a staircase + ramp pedestrian skybridge from IMM  near Jurong East  Singapore is attached)\n\nAt the same time  authorities could look to de-congest the intersection  by creating designated space for different activities  to avoid traffic bottlenecks.\n\nBENEFIT\n The following benefits are envisioned once a pedestrian sky-bridge is put in place: \n  1. Pedestrian safety => MOST IMPORTANT\n  2. Metro and bus commuter convenience\n  3. Driver comfort of motorists on OMR and S.G.Palya Roads\n  4. Smoother transportation flow & better quality of life for all\n\nThank you!,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain,Bad Patches
Bad Patches,Road from kundalahalli gate signal to manjunatha layout is not good from many days   i have raised a complaint already in consumer complaints website  still need quick fix before rain starts eroding the road,Bad Patches,Mosquito nuisance,Person falling in Manhole
Drainage chokes and blockages,Respected Sir  I would like to bring this to your notice that the drainage (5X5 feet approx) next to my compound is left open. The other part of the drainage is covered and is used as a foot path having gaps in between  which is enough for a person to fall. During monsoon this area being low lying gets submerged under water causing grave danger to the pedestrian  who mistakenly walk on this path which may be fatal. Request you to kindly take necessary action to avoid any accidents.,Drainage chokes and blockages,Unauthorised construction development,Private Land   Building   Society   Factories
Municipal Land - Road   Footpath   Strom Water Drain,Walking on Hosa road towards Kaikondrahalli is a nightmare. No Footpath at all!!. Roads are narrow with lots of HTVs. A footpath or an alterante route needs to be provided,Municipal Land - Road   Footpath   Strom Water Drain,Drainage chokes and blockages,"Unauthorised stalls on roads, footpath or SWD drain"
Silt to be lifted on road,Bangalore is almost a metro City  cyber paradise for India  but unfortunately I have to say itÃ¢â‚¬â„¢s a most unplanned and unmanaged city in India. I observed there is no street lights at ITPL to KR Puram Railway station Road. There are so many open man holes in street. common people walk in foot path  but all over the road you will find open gutters  man hole. Due to absence of street lights in the night time there is 100% chance of fall down in this road traps,Silt to be lifted on road,Drainage chokes and blockages,Garbage not lifted from house gully
Proper electric supply to municipal properties,Sub: Street name indicator board. Ref: 7th B cross of 2nd A Main  Muthyalanagara  ward No. 17 (J.P.Park) The street name identification boards are erected on 2nd A Main  7th cross  7th A cross etc except 7th B cross. The commuters reaching to 2nd B Main to 2nd F main through this 7th B cross. The residents of 7th B cross request the authorities of BBMP to erect the same to 7th B cross of 2nd A Main at the earliest.,Proper electric supply to municipal properties,Major repairs to municipal property,Person falling in Manhole
Shortage of water supply,The water is contaminated with drainage. The water pine line which ends at the corner of the road is closed by the wooden block instead of a nut. What talked to the officer  he said that the WSSB does not material(nut) to close the pipe. We have this problem from last several months.,Shortage of water supply,Contaminated water supply,Leaks in water lines
Bad Patches,The road is too worst and its all ups & downs. All ditches to the road along the way The road will be always busy and lot of commuters will use this road since its the only road that connects Bhannerghatta & BTM lake road which is short cut route. Please make this road proper and it will be helpful to all commuters in this rainy season,Bad Patches,Person falling in Manhole,Minor repairs to municipal property
Municipal Land - Road   Footpath   Strom Water Drain,Dear Sir  The road starting from Forum mall towards BTM 16th main via taverekere main road. Footpaths has been built with extra care with using public money. Now the complete footpaths are not usable due to huge encroachment due to local business people who are utilizing this area for small shops. Please remove these shops and give space to walk. This is highly populated and dense area. all the time traffic flow is very huge so people who walks in this road posses huge risk on their life.,Municipal Land - Road   Footpath   Strom Water Drain,Drainage chokes and blockages,"Unauthorised stalls on roads, footpath or SWD drain"
Minor repairs to municipal property,The 4th Main Road near 17th Cross and in front of two houses 516 and 516/A is damaged by BWSSB or private contractors who has dug up the Main road for illegally connecting the water connection to a private house in the next layout (Dollars Layout  connection to some house in 10th Main) and the damage done has not been repaired. The road is in this bad condition for many months now. Could this road be repaired and the mud washing out to drains be reduced during this rainy season?,Minor repairs to municipal property,Major repairs to municipal property,Repair to damaged open SWD
Minor repairs to municipal property,There are nearly around 12-15 stray dogs in the area that we reside in that is Subbanna Garden  Ward #35. At night times they howl so much that the sleep hours are disturbed. It would be good if the stary dogs are picked up. Even if people walk in they run behind the people to bite them. So it would be good if this issue is taken care since there are so many working professionals who come back tired after work.,Minor repairs to municipal property,Drainage chokes and blockages,Bad Patches
Contaminated water supply,After multiple complaints also we are not able to get rid of Garbage in front of our home. & we get Water only after 11 PM.,Contaminated water supply,Shortage of water supply,Person falling in Manhole
Unauthorised Food Selling   Preparation,Offlate i have seen a lot of stray dogs atleast 10 in a group in the bbmp ward no 165  near the devagiri temple area. I have been able to take photo yet  i will do it soon. Its big threat to the people living around that area specially to the kids who come for swimming in the round the corner.,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Hawkers,In last few days I am seeing so many road side selling has started in ring road.  On what ground traffic police allowing this I don\'t understand. These make shift shops are causing slow down in traffic and also taking road space.  The police shold make ring road free from such hawkers.,Hawkers,Bad Patches,Municipal Land - Road   Footpath   Strom Water Drain
Bad Patches,Drianage slab left open,Bad Patches,Minor repairs to municipal property,Major repairs to municipal property
Unauthorised Food Selling   Preparation,We are finding more number of street dogs and it\'s breeding themselves and we can\'t able to walk around streets please make some serious action on this complaint thank you,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Mosquito nuisance,In Lakkasandra 15th cross deadend there are somuch of dogs are murmering through out night and we cannot sleep... So please catch that dogs take them away from here.. Please....,Mosquito nuisance,Fogging,Nuisance due to cockroaches
Drainage chokes and blockages,In Mathikere (around sumathi nursing home and nearby) I see all the footpaths have been taken out to clean the drainage lines to ensure cleanliness which is a Good job. However  they just laid out the stones n slabs on it without covering/laying it up by Cement. All the Houses around have paid their money to lay these slabs properly but you BBMP/ppl doing this job will remove  clean and go to next road without completing the work.    Request you to check on these and lay these slabs properly with cement.     Location : Mathikere  2nd Cross  14th A Main Road   Mathikere  2nd Cross  15th Main Road.,Drainage chokes and blockages,Minor repairs to municipal property,"Removal of silt from nalla across culverts, etc."
Minor repairs to municipal property,There is no. G2 buses in the morning between 7 to 7:40 am \nIt is very diffcult to go towards mg road\nIt gives a lot trouble to school children\'s,Minor repairs to municipal property,Drainage chokes and blockages,Person falling in Manhole
Unauthorised Food Selling   Preparation,5 stray dogs and breeding fast. Extremely violent . Need help,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Minor repairs to municipal property,We stay in magadi road 3rd cross were there s no proper street light in which women can t walk through i am watching from past 3months i have complained bescom people also still no action,Minor repairs to municipal property,Drainage chokes and blockages,Proper electric supply to municipal properties
Unauthorised Food Selling   Preparation,"The scrolling  ever-present  \""in-your-face\"" advertising (showing mobile phone/whatsapp) in ICMYC (web-based) is annoying. Kindly remove it. Thank you.",Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Unauthorised Food Selling   Preparation,Too many unneutered dogs trying to attack and creating disturbance at nights,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Unauthorised Food Selling   Preparation,There are 3 stray dogs in the 13th main   industries and commerce layout  Vijay nagar which attack and chase down most of the two wheelers and also small kids who will be playing . people are so scared that the flower/vegetable vendors hesitate to come to the road . It is creating a lot of trouble for the localites,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Unauthorised Food Selling   Preparation,There are 3 stray dogs in the 13th main   industries and commerce layout  Vijay nagar which attack and chase down most of the two wheelers and also small kids who will be playing . people are so scared that the flower/vegetable vendors hesitate to come to the road . It is creating a lot of trouble for the localites,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Unauthorised Food Selling   Preparation,Dear Sir \n\nWe are resident of Reliable Lakedew Residency  layout adajacent to Haralur Lake. 2-3 years back  authorities have started Haralur lake renovation work . But after partial renovation work Haralur Lake development  has been  Abondened. Thay have removed our layout fancing ( new fancing was supposed to installed after development) also. Now lake is in very bad condition. \nWe request this group  if it is possible to present this complaint to appropriate authorities and get renovation work completed.\n\nThanks \nPrahlad,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Unauthorised Food Selling   Preparation,Every day one stray dog trying to attack on me.\neven though I try to avoid that dog still its trying to attack me.,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
